platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
facebook,1197261272436593.0,bu larin bunu nasil başariyor 💩🤦Sefa Kilic  Murat Topal  Samet Bahcivan  Harun Bahcivan  😂😂😆,"Bahcivan, Topal, Bahcivan – Mentality Criticism",61.68,7.79,30.53,UNKNOWN,
facebook,1197261272436593.0,Rustem Kilic 😂😂😂😂,(No Topic),27.35,16.11,56.54,UNKNOWN,
facebook,1197261272436593.0,Rustem Kilic manageri sağlam adamın,Manager Assessment – Positive,7.82,27.85,64.33,UNKNOWN,
facebook,1197261272436593.0,,(No Topic),28.81,8.71,62.48,UNKNOWN,
facebook,1197261272436593.0,Succes gewenst bij onze club hoop dat het goed gaat komen bij onze club hand in hand kameraden!,Fan Support,8.48,81.54,9.99,"Plan the remaining transfer targets, including Bullaude, to finalize the squad.",
facebook,1197261272436593.0,Koop je een spits die bijna niks heeft gescoord laaste jaar 💪,Spits Scoring Concerns,7.7,42.38,49.93,Focus on improving Uğur Kangal Özkan Eren’s stability and performance.,
facebook,1197261272436593.0,Michael Jayden Jansen gehuurd,Jayden Jansen – Loan Arrival,8.62,8.62,82.77,Assess Michael Jayden Jansen's attitude and consider adjustments to his training.,
facebook,1197261272436593.0,Michael Jayden Jansen altijd negatief wacht gewoon even af,Jayden Jansen – Negative Attitude,32.7,7.78,59.52,Explore the potential of Mees Hilgers as a right-central defender.,
facebook,1197261272436593.0,Michael Jayden Jansen kopen ?,Jayden Jansen – Purchase Request,8.54,8.54,82.92,Investigate the cognitive function and development of Michael Jayden Jansen.,
facebook,1197261272436593.0,Ugur Kangal Özkan Eren arada kaynamış,Kangal Özkan – Player Stability,8.24,16.58,75.17,Develop content addressing the Ajax rivalry to increase fan engagement.,
facebook,1196571149172272.0,Niet verstandig. Vond hem een goede middenvelder met potentie.,Midfielder – Tactical Assessment,8.36,13.99,77.65,Plan a training session to allow fans to connect with the team.,
facebook,1196571149172272.0,Konstant de Korver nee je moet een elftal aan middenvelders houden dat helpt 😵‍💫,Korver – Midfielder Squad Size,7.96,22.75,69.29,Prioritize scoring opportunities for the new striker.,
facebook,1196571149172272.0,Konstant de Korver bro is een centrale verdediger,Korver – Defensive Position,8.11,18.38,73.51,"Re-evaluate the squad size and composition, particularly in midfield.",
facebook,1196571149172272.0,Lars van Laarhoven echt he,Van Laarhoven – Disappointment with Performance,67.85,7.91,24.24,Clarify Michael Jayden Jansen’s defensive role.,
facebook,1196571149172272.0,"Konstant de Korver Ik heb niet zoveel van m gezien, dus kan geen oordeel vormen. Feyenoord heeft inmiddels wel een ruime selectie, zeker op het middenveld.",Korver – Limited Jansen Observation,8.48,11.17,80.35,Address fan disappointment with Lars van Laarhoven's performance.,
facebook,1196571149172272.0,Konstant de Korver ik vergiste mijzelf ook bijna maar het is die cv die vorig jaar aan dordt was verhuurd,Jansen – Previous Loan Context (Dordrecht),8.55,11.41,80.04,Consider Lars van Laarhoven’s performance relative to previous seasons.,
facebook,1196571149172272.0,Marcel Achterhof ik vond het wel een goede keeper,Achterhof – Keeper Assessment,8.34,13.95,77.71,Respond to criticism regarding Ton de Groen with a positive and supportive message.,
facebook,1196571149172272.0,Ton de Groen was vorige jaar aan Leuven uit geleend,De Groen – Previous Loan (Leuven),8.48,11.63,79.88,Analyze Ton de Groen’s previous loan experience at Leuven.,
facebook,1196571149172272.0,Lars van Laarhoven het was ook niet meer bij te houden... het jaar ervoor dan?,Van Laarhoven – Performance Comparison,8.41,13.46,78.13,Monitor Marcel Achterhof's development as a goalkeeper.,
facebook,1196571149172272.0,Ton de Groen jup toen wel 👊🏻🤪,De Groen – Response to Criticism,8.46,33.37,58.17,UNKNOWN,
facebook,1196571149172272.0,Lars van Laarhoven hahaha ik dacht al ik heb toch geen Alzheimer Light al op deze jonge leeftijd🤣,Van Laarhoven – Cognitive Function Joke,8.77,34.59,56.64,UNKNOWN,
facebook,1196571149172272.0,Mees Hilgers zou nog kunnen. Rechter centrale verdediger. We hebben binnen Nederland nog 1 dag extra.,Hilgers – RCF Opportunity,7.64,36.01,56.36,UNKNOWN,
facebook,1196571149172272.0,Konstant de Korver Nee ik denk dat het nu klaar is,De Groen – Decision Timing,8.41,13.43,78.15,UNKNOWN,
facebook,1196571149172272.0,"Het gaat hard nu , bullaude t zand nog en verhuur sliti en het is eindelijk klaar .",Bullaude – Remaining Transfer Target,8.17,19.63,72.2,UNKNOWN,
facebook,1196571149172272.0,Marcel Achterhof zou maar een beetje sliti erbij houden je zit niet echt breed in de vleugels,Marcel Achterhof – Player fitness (wing width),8.17,17.67,74.17,Increase Marcel Achterhof’s training focus on improving his wing width agility.,
facebook,1196571149172272.0,"Leonardo Versnel sauer diarra sliti moussa borges moet genoeg zijn met supertalent zinhagel die er aan komt . Een jongen als sliti moet spelen op niveau , is onder 21 ontgroeid",Leonardo Versnel – Player development (youth talent),7.65,36.23,56.11,"Develop Leonardo Versnel’s role, incorporating youth talent perspectives and strategic positioning.",
facebook,1196571149172272.0,Marcel Achterhof daarom zeg ik te weinig buitenspelers van sommige heb ik geen hoge hoed op Diarra niet bepaald een speler die je neerzet als Sauer uitvalt die trouwens ook niet echt goed speelt en wat als Moussa geblesseerd raakt beter hou je zulke jongens even kijken naar slory ben nog niet helemaal overtuigd,Marcel Achterhof – Player fitness (wingbacks),8.24,17.71,74.05,"Assess Marcel Achterhof’s fitness, specifically regarding his effectiveness as a wingback.",
facebook,1198033209026066.0,Nou iedere Feijenoord Supporter weet dat als Bijlow fit is er geen betere Nederlandse keeper is en niet alleen Feijenoord Supporters! 😇👍💪💪🌻⚽️,Bijlow – Keeper Performance (Fan Opinion),7.97,70.73,21.3,Monitor Bijlow’s performance consistently to showcase his capabilities to fans.,
facebook,1198033209026066.0,Gerrit van der Klift vriend van je ?,Gerrit van der Klift – User Engagement (Question),8.6,8.63,82.77,Engage with Gerrit van der Klift to understand his specific knowledge and perspectives.,
facebook,1198033209026066.0,Henk Baris die zoek ikzelf wel uit!⚽️💪👍😇,Henk Baris – User Engagement (Question),8.01,71.82,20.18,Engage with Henk Baris to understand his footballing insights.,
facebook,1198033209026066.0,Gerrit van der Klift doe je goed,Gerrit van der Klift – User Engagement (Acknowledgement),8.28,15.02,76.7,Acknowledge and appreciate Gerrit van der Klift’s input.,
facebook,1198033209026066.0,Gerrit van der Klift,Gerrit van der Klift – User Engagement (Acknowledgement),8.29,14.36,77.35,Acknowledge and appreciate Gerrit van der Klift’s input.,
facebook,1198033209026066.0,Henk Baris wat een domme antwoord Bijlow is de beste als hij niet geblesseerd is🤢,Bijlow – Keeper Performance (Fan Opinion),47.39,8.37,44.24,Continue to highlight Bijlow’s performance when fit.,
facebook,1198033209026066.0,"Beau Jingles Wellenreuther bewijst zich elke week , maar jij ziet dat anders en het dom  vind als iemand het anders ziet en met een uitleg  komt wat jij dan niet snapt  - gelukkig maar dat vP wekelijks de opstelling maakt en vertrouwen heeft in Wellenreuther als eerste keeper.",Wellenreuther – Keeper Performance (Fan Opinion),8.2,17.26,74.54,Recognize Beau Jingles’s contribution and trust in his role as first-choice keeper.,
facebook,1198033209026066.0,Gerrit van der Klift je zegt het goed als hij een keer fit is😂😂😂,Gerrit van der Klift – User Engagement (Acknowledgement),8.45,25.81,65.75,Acknowledge and appreciate Gerrit van der Klift’s input.,
facebook,1198033209026066.0,"Gerrit van der Klift iedere Feyenoord supporter?? Nou sorry Bijlow heeft zijn hoogtepunt gehad. En zakt nu steeds verder weg.
En dan heb ik het niet eens over dat hij de laatste jaren meer geblesseerd is dan fit.",Bijlow – Keeper Performance (Fan Opinion),32.39,8.06,59.55,Analyze Bijlow’s performance and track his injury history.,
facebook,1198033209026066.0,Henk Baris Bedoel je dat ik het niet snap nou sorry hoor ik kom uit een echte voetbal familie dus misschien snap jij het niet,Henk Baris – User Engagement (Defensive Knowledge),10.99,14.87,74.14,Encourage Henk Baris to share his footballing knowledge openly.,
facebook,1198033209026066.0,Beau Jingles als vP het nou maar snapt toch ?,Wellenreuther – Keeper Performance (Fan Opinion),8.65,8.65,82.7,Recognize Beau Jingles’s critical assessment of the team’s performance.,
facebook,1198033209026066.0,Waarom zijn ze te bang hogere teams daardoor zo weet je welke kant is slechtste en zo haalt je iemand die plaats daardoor nu te laat is spelers te halen daarom zegt ik altijd elke coach wanneer wachten we toppers teams tegenstanders voor vriendschappelijk,Friendlies – Opponent Selection (Tactical),11.29,15.64,73.07,Schedule friendlies against top-tier opponents for tactical assessment.,
facebook,1198033209026066.0,"Rashid Ahmed Je vind jezelf nogal grappig, maar er is geen touw aan vast te knopen!.... 🤔🤔🤔 Slaat waarschijnlijk helemaal nergens op, dus zeg ik: ""Owwwwwww jahhhh johhhhhhhhhhh, sowwwwweeeeeeee!""",Rashid Ahmed – User Engagement (Critique),9.57,14.95,75.48,Moderate user comments to maintain constructive dialogue.,
facebook,1198033209026066.0,Marco de Vos die spelers sommige zijn te langzaam daardoor na tweede cup er wordt niet meer gehaald goede cuppen dan eredivisie beker jcs en zegt shit ben je nou Feyenoord of niet zo moet je ook denken en niet shit dingen,Marco de Vos – Player Speed (Cup Performance),10.48,20.75,68.77,Evaluate player speed during training and friendlies.,
facebook,1198033209026066.0,"Rashid Ahmed Hebben we in de voorbereiding gezien. Oefenen tegen betere tegenstanders en dan kunnen de resultaten tegenvallen. En dan is iedereen weer in rep en roer dat de trainer klote is, het aankoopbeleid deugt niet en de spelers kunnen er niks van. Kortom het is gewoon nooit goed.",Rashid Ahmed – User Engagement (General Criticism),8.26,17.05,74.69,Address fan criticism about team selection and performance.,
facebook,1198033209026066.0,Rashid Ahmed Misschien eerst eens Nederlands leren en wat kennis van voetbal opdoen voordat je gaat reageren. Voorlopig is Feyenoord de eerste en laatste Nederlandse club met een Europese trofee.,Rashid Ahmed – User Engagement (Competitive Analysis),8.04,20.56,71.41,Analyze competitive rivals and their achievements.,
facebook,1198033209026066.0,"Rashid Ahmed Dat zeg ik, GAMMA..... Ik zou ff naar de SEH gaan, je slaat totale wartaal uit! Ik heb pas een instructie gehad, hoe je mensen met een 'aandoening' kunt herkennen...... Jij voldoet volledig aan het profiel....... ""Onbegrijpelijke wartaal uitslaan, lachen om eigen opmerkingen, etc. etc.""",Rashid Ahmed – User Engagement (Critique - Cognitive),8.2,18.84,72.96,Moderate user comments to ensure clarity and respectful communication.,
facebook,1198033209026066.0,Rashid Ahmed en nou in begrijpend nederlands aub,Fan request: Translation request,8.54,9.93,81.53,Prioritize content translation into multiple languages.,
facebook,1198033209026066.0,Rashid Ahmed wat zeg jij nou allemaal joh half ingeburgerde?,Player question: Rashid Ahmed’s integration,8.63,9.18,82.2,Investigate Rashid Ahmed’s fitness and tactical integration.,
facebook,1198033209026066.0,Marco de Vos ZIT JIJ IN EEN TEHUIS ??VOOR GEESTELIJKE GEHANDI?,Fan question: Marco de Vos’s attendance,8.56,9.11,82.33,Confirm Marco de Vos’s attendance at upcoming matches.,
facebook,1198033209026066.0,Roy Neleman volgende week spelen ze tegn een 4e divsie club grote overwinneng,Match clarification: 4th division game,8.57,10.52,80.9,Clarify the status and details of the 4th division game.,
facebook,1198033209026066.0,Rashid Ahmed en nu in het Nederlands zodat iedereen het ook begrijpt!!,Fan request: Translation request,7.93,23.6,68.47,Expand language accessibility across all content channels.,
facebook,1198033209026066.0,Fijn dat jullie dit ook uitzenden op jullie betaalde kanaal Feyenoord One....,Channel request: Feyenoord One broadcast,8.16,17.33,74.51,Explore broadcasting partnerships with platforms like Feyenoord One.,
facebook,1198033209026066.0,Marien van Leeuwen clup van het volk  hé  niet dus 😡,Criticism: Club status,63.06,7.78,29.16,Reiterate PSV’s identity as a club rooted in the community.,
facebook,1198033209026066.0,Marien van Leeuwen schandalig,Criticism: Player performance,8.54,11.58,79.87,Analyze and address Marco de Vos’s performance metrics.,
facebook,1198033209026066.0,"Dirk Van de Griend dat is niet meer, het is geen arbeiders club meer,",Fan sentiment: Club status,8.17,19.94,71.89,Reinforce PSV’s identity as a leading football club.,
facebook,1198033209026066.0,Marien van Leeuwen feyenoord is een volksclub.,Fan sentiment: Club status,8.06,20.83,71.11,Engage with fan reactions to foster community connection.,
facebook,1198033209026066.0,Chiel Schuller ???????????,Fan reaction: (No specific topic – simply a reaction),15.47,11.18,73.35,Create video content based on popular fan requests.,
facebook,1198033209026066.0,Bikkel de Hond !!!!!!!!!!,Fan reaction: (No specific topic – simply a reaction),7.71,54.68,37.62,"Highlight goalscorers Tengstedt, van den Elshout, and Borges.",
facebook,1198033209026066.0,Video?,(No specific topic - asking for video content),11.83,12.89,75.28,Clearly communicate all match details in advance.,
facebook,1198033209026066.0,Gilbert Remak instagram staan alle 5 de doelpunten,"Goalscorer identification: Tengstedt, van den Elshout, Borges",8.01,21.24,70.75,Showcase the talent within the current PSV squad.,
facebook,1198033209026066.0,"2,5 uur gereden blijkt het een besloten wedstrijd te zijn, jammer dat dit niet duidelijk vermeld was ergens…",Match disclosure: Restricted match details,8.54,11.52,79.94,"Focus content on the performance of goalscorers Tengstedt, van den Elshout, and Borges.",
facebook,1198033209026066.0,Mooie foto's. De selectie heeft veel puike talenten.,Player praise: Selectie talenten,7.64,55.44,36.93,Express gratitude to fans for their support.,
facebook,1198033209026066.0,Doelpuntenmakers,"Goalscorer focus: Tengstedt, van den Elshout, Borges",7.92,23.53,68.54,Recognize and appreciate fan feedback on shared photos.,
facebook,1198033209026066.0,"Rene Ravensberg Casper Tengstedt (2), Tobias van den Elshout (2) en Gonçalo Borges","Goalscorer focus: Tengstedt, van den Elshout, Borges",8.29,13.81,77.91,UNKNOWN,
facebook,1198033209026066.0,John van Loon bedankt,Fan gratitude,7.65,56.67,35.68,UNKNOWN,
facebook,1198033209026066.0,Gave foto’s!👍,Positive feedback: Photo appreciation,8.52,82.96,8.52,UNKNOWN,
facebook,1198033209026066.0,Goed bezig 🔴⚪️⚫️,Positive support,8.48,82.06,9.45,Highlight fan praise in team communications to foster morale.,
